Year,Month,Block,Plot,ID,Quadrat,Treatment,Species,Coverage
2024,June,1,4,1-4,5,Control,Indigofera hirsuta,2
2024,June,1,4,1-4,5,Control,Lactuca canadensis,0
2024,June,1,4,1-4,5,Control,Oenethra laciniata,0
2024,June,1,4,1-4,5,Control,Oxalis corniculata,2
2024,June,1,4,1-4,5,Control,Paspalum notatum,9
2024,June,1,4,1-4,5,Control,Paspalum setaceum,0
2024,June,1,4,1-4,5,Control,Richardia spp.,3
2024,June,1,4,1-4,6,Control,Androppogon virginicus,0
2024,June,1,4,1-4,6,Control,Bare Ground,2
2024,June,1,4,1-4,6,Control,Bare Ground,2
2024,June,1,4,1-4,6,Control,Cynodon dactylon,1
2024,June,1,4,1-4,6,Control,Cyperus spp.,0
2024,June,1,4,1-4,6,Control,Erigeron canadensis,4
2024,June,1,4,1-4,6,Control,Indigofera hirsuta,0
2024,June,1,4,1-4,6,Control,Lactuca canadensis,0
2024,June,1,4,1-4,6,Control,Oenethra laciniata,4
2024,June,1,4,1-4,6,Control,Oxalis corniculata,3
,June,1,4,1-4,6,Control,Paspalum notatum,9
2024,June,1,4,1-4,6,Control,Paspalum setaceum,3
2024,June,1,4,1-4,6,Control,Richardia spp.,3
2024,June,1,4,1-4,7,Control,Androppogon virginicus,0
2024,June,1,4,1-4,7,Control,Bare Ground,2
2024,June,1,4,1-4,7,Control,Cynodon dactylon,4
2024,June,1,4,1-4,7,Control,Cyperus spp.,2
2024,June,1,4,1-4,7,Control,Erigeron canadensis,5
2024,June,1,4,1-4,7,Control,Indigofera hirsuta,0
2024,June,1,4,1-4,7,Control,Lactuca canadensis,0
2024,June,1,4,1-4,7,Control,Oenethra laciniata,2
2024,June,1,4,1-4,7,Control,Oxalis corniculata,0
2024,June,1,4,1-4,7,Control,Paspalum notatum,9
2024,June,1,4,1-4,7,Control,Paspalum setaceum,0
2024,June,1,4,1-4,7,Control,Richardia spp.,4
2024,June,1,4,1-4,8,Control,Androppogon virginicus,0
2024,June,1,4,1-4,8,Control,Bare Ground,0
2024,June,1,4,1-4,8,Control,Cynodon dactylon,5
2024,June,1,4,1-4,8,Control,Cyperus spp.,2
2024,June,1,4,1-4,8,Control,Erigeron canadensis,5
2024,June,1,4,1-4,8,Control,Indigofera hirsuta,0
2024,June,1,4,1-4,8,Control,Lactuca canadensis,0
2024,June,1,4,1-4,8,Control,Oenethra laciniata,4
2024,June,1,4,1-4,8,Control,Oxalis corniculata,0
2024,June,1,4,1-4,8,Control,Paspalum notatum,9
2024,June,1,4,1-4,8,Control,Paspalum setaceum,0
2024,June,1,4,1-4,8,Control,Richardia spp.,3
2024,June,1,4,1-4,9,Control,Androppogon virginicus,0
2024,June,1,4,1-4,9,Control,Bare Ground,0
2024,June,1,4,1-4,9,Control,Bidens alba,3
2024,June,1,4,1-4,9,Control,Cynodon dactylon,0
2024,June,1,4,1-4,9,Control,Cyperus spp.,2
2024,June,1,4,1-4,9,Control,Erigeron canadensis,5
2024,June,1,4,1-4,9,Control,Indigofera hirsuta,2
2024,June,1,4,1-4,9,Control,Lactuca canadensis,0
2024,June,1,4,1-4,9,Control,Oenethra laciniata,4
2024,June,1,4,1-4,9,Control,Oxalis corniculata,2
2024,June,1,4,1-4,9,Control,Paspalum notatum,9
2024,June,1,4,1-4,9,Control,Paspalum setaceum,0
2024,June,1,4,1-4,9,Control,Richardia spp.,2
2024,June,1,4,1-4,10,Control,Androppogon virginicus,0
2024,June,1,4,1-4,10,Control,Bare Ground,2
2024,June,1,4,1-4,10,Control,Cynodon dactylon,0
2024,June,1,4,1-4,10,Control,Cyperus spp.,3
2024,June,1,4,1-4,10,Control,Erigeron canadensis,0
2024,June,1,4,1-4,10,Control,Indigofera hirsuta,0
2024,June,1,4,1-4,10,Control,Lactuca canadensis,0
2024,June,1,4,1-4,10,Control,Oenethra laciniata,4
2024,June,1,4,1-4,10,Control,Oxalis corniculata,3
2024,June,1,4,1-4,10,Control,Paspalum notatum,9
2024,June,1,4,1-4,10,Control,Paspalum setaceum,0
2024,June,1,4,1-4,10,Control,Richardia spp.,2
2024,June,1,5,1-5,1,Preemergent,Androppogon virginicus,0
2024,June,1,5,1-5,1,Preemergent,Bare Ground,2
2024,June,1,5,1-5,1,Preemergent,Cynodon dactylon,3
2024,June,1,5,1-5,1,Preemergent,Cyperus spp.,2
2024,June,1,5,1-5,1,Preemergent,Erigeron canadensis,4
2024,June,1,5,1-5,1,Preemergent,Indigofera hirsuta,0
2024,June,1,5,1-5,1,Preemergent,Lactuca canadensis,0
2024,June,1,5,1-5,1,Preemergent,Oenethra laciniata,2
2024,June,1,5,1-5,1,Preemergent,Oxalis corniculata,2
2024,June,1,5,1-5,1,Preemergent,Paspalum notatum,9
2024,June,1,5,1-5,1,Preemergent,Paspalum setaceum,0
2024,June,1,5,1-5,1,Preemergent,Polypremum procumbers,1
2024,June,1,5,1-5,1,Preemergent,Richardia spp.,2
2024,June,1,5,1-5,2,Preemergent,Androppogon virginicus,0
2024,June,1,5,1-5,2,Preemergent,Bare Ground,0
2024,June,1,5,1-5,2,Preemergent,Bidens alba,4
2024,June,1,5,1-5,2,Preemergent,Cynodon dactylon,3
2024,June,1,5,1-5,2,Preemergent,Cyperus spp.,2
2024,June,1,5,1-5,2,Preemergent,Erigeron canadensis,2
2024,June,1,5,1-5,2,Preemergent,Indigofera hirsuta,0
2024,June,1,5,1-5,2,Preemergent,Lactuca canadensis,0
2024,June,1,5,1-5,2,Preemergent,Oenethra laciniata,2
2024,June,1,5,1-5,2,Preemergent,Oxalis corniculata,2
2024,June,1,5,1-5,2,Preemergent,Paspalum notatum,9
2024,June,1,5,1-5,2,Preemergent,Paspalum setaceum,0
2024,June,1,5,1-5,2,Preemergent,Polypremum procumbers,4
2024,June,1,5,1-5,2,Preemergent,Richardia spp.,0
2024,June,1,5,1-5,3,Preemergent,Androppogon virginicus,0
2024,June,1,5,1-5,3,Preemergent,Bare Ground,0
2024,June,1,5,1-5,3,Preemergent,Cynodon dactylon,3
2024,June,1,5,1-5,3,Preemergent,Cyperus spp.,2
2024,June,1,5,1-5,3,Preemergent,Erigeron canadensis,0
2024,June,1,5,1-5,3,Preemergent,Indigofera hirsuta,0
2024,June,1,5,1-5,3,Preemergent,Lactuca canadensis,0
2024,June,1,5,1-5,3,Preemergent,Oenethra laciniata,4
2024,June,1,5,1-5,3,Preemergent,Oxalis corniculata,2
2024,June,1,5,1-5,3,Preemergent,Paspalum notatum,9
2024,June,1,5,1-5,3,Preemergent,Paspalum setaceum,0
2024,June,1,5,1-5,3,Preemergent,Richardia spp.,2
2024,June,1,5,1-5,4,Preemergent,Androppogon virginicus,4
2024,June,1,5,1-5,4,Preemergent,Bare Ground,2
2024,June,1,5,1-5,4,Preemergent,Cynodon dactylon,4
2024,June,1,5,1-5,4,Preemergent,Cyperus spp.,2
2024,June,1,5,1-5,4,Preemergent,Erigeron canadensis,2
2024,June,1,5,1-5,4,Preemergent,Indigofera hirsuta,0
2024,June,1,5,1-5,4,Preemergent,Lactuca canadensis,0
2024,June,1,5,1-5,4,Preemergent,Oenethra laciniata,2
2024,June,1,5,1-5,4,Preemergent,Oxalis corniculata,2
2024,June,1,5,1-5,4,Preemergent,Paspalum notatum,9
2024,June,1,5,1-5,4,Preemergent,Paspalum setaceum,1
2024,June,1,5,1-5,4,Preemergent,Polypremum procumbers,4
2024,June,1,5,1-5,4,Preemergent,Richardia spp.,0
2024,June,1,5,1-5,5,Preemergent,Androppogon virginicus,2
2024,June,1,5,1-5,5,Preemergent,Bare Ground,2
2024,June,1,5,1-5,5,Preemergent,Cynodon dactylon,2
2024,June,1,5,1-5,5,Preemergent,Cyperus spp.,0
2024,June,1,5,1-5,5,Preemergent,Erigeron canadensis,3
2024,June,1,5,1-5,5,Preemergent,Indigofera hirsuta,3
2024,June,1,5,1-5,5,Preemergent,Lactuca canadensis,0
2024,June,1,5,1-5,5,Preemergent,Oenethra laciniata,0
2024,June,1,5,1-5,5,Preemergent,Oxalis corniculata,2
2024,June,1,5,1-5,5,Preemergent,Paspalum notatum,9
2024,June,1,5,1-5,5,Preemergent,Paspalum setaceum,2
2024,June,1,5,1-5,5,Preemergent,Polypremum procumbers,0
2024,June,1,5,1-5,5,Preemergent,Richardia spp.,2
2024,June,1,5,1-5,6,Preemergent,Androppogon virginicus,0
2024,June,1,5,1-5,6,Preemergent,Bare Ground,1
2024,June,1,5,1-5,6,Preemergent,Cynodon dactylon,2
2024,June,1,5,1-5,6,Preemergent,Cyperus spp.,2
2024,June,1,5,1-5,6,Preemergent,Erigeron canadensis,0
2024,June,1,5,1-5,6,Preemergent,Indigofera hirsuta,2
2024,June,1,5,1-5,6,Preemergent,Lactuca canadensis,0
2024,June,1,5,1-5,6,Preemergent,Oenethra laciniata,5
2024,June,1,5,1-5,6,Preemergent,Oxalis corniculata,3
2024,June,1,5,1-5,6,Preemergent,Paspalum notatum,9
2024,June,1,5,1-5,6,Preemergent,Paspalum setaceum,3
2024,June,1,5,1-5,6,Preemergent,Polypremum procumbers,4
2024,June,1,5,1-5,6,Preemergent,Richardia spp.,4
2024,June,1,5,1-5,7,Preemergent,Androppogon virginicus,0
2024,June,1,5,1-5,7,Preemergent,Bare Ground,0
2024,June,1,5,1-5,7,Preemergent,Cynodon dactylon,2
2024,June,1,5,1-5,7,Preemergent,Cyperus spp.,2
2024,June,1,5,1-5,7,Preemergent,Erigeron canadensis,5
2024,June,1,5,1-5,7,Preemergent,Indigofera hirsuta,2
2024,June,1,5,1-5,7,Preemergent,Lactuca canadensis,0
2024,June,1,5,1-5,7,Preemergent,Oenethra laciniata,0
2024,June,1,5,1-5,7,Preemergent,Oxalis corniculata,0
2024,June,1,5,1-5,7,Preemergent,Paspalum notatum,9
2024,June,1,5,1-5,7,Preemergent,Paspalum setaceum,2
2024,June,1,5,1-5,7,Preemergent,Richardia spp.,3
2024,June,1,5,1-5,8,Preemergent,Androppogon virginicus,0
2024,June,1,5,1-5,8,Preemergent,Bare Ground,1
2024,June,1,5,1-5,8,Preemergent,Cynodon dactylon,2
2024,June,1,5,1-5,8,Preemergent,Cyperus spp.,2
2024,June,1,5,1-5,8,Preemergent,Erigeron canadensis,4
2024,June,1,5,1-5,8,Preemergent,Indigofera hirsuta,1
2024,June,1,5,1-5,8,Preemergent,Lactuca canadensis,0
2024,June,1,5,1-5,8,Preemergent,Oenethra laciniata,0
2024,June,1,5,1-5,8,Preemergent,Oxalis corniculata,2
2024,June,1,5,1-5,8,Preemergent,Paspalum notatum,9
2024,June,1,5,1-5,8,Preemergent,Paspalum setaceum,0
2024,June,1,5,1-5,8,Preemergent,Richardia spp.,4
2024,June,1,5,1-5,9,Preemergent,Androppogon virginicus,0
2024,June,1,5,1-5,9,Preemergent,Bare Ground,1
2024,June,1,5,1-5,9,Preemergent,Cynodon dactylon,0
2024,June,1,5,1-5,9,Preemergent,Cyperus spp.,0
2024,June,1,5,1-5,9,Preemergent,Erigeron canadensis,4
2024,June,1,5,1-5,9,Preemergent,Indigofera hirsuta,0
2024,June,1,5,1-5,9,Preemergent,Lactuca canadensis,0
2024,June,1,5,1-5,9,Preemergent,Oenethra laciniata,0
2024,June,1,5,1-5,9,Preemergent,Oxalis corniculata,0
2024,June,1,5,1-5,9,Preemergent,Paspalum notatum,9
2024,June,1,5,1-5,9,Preemergent,Paspalum setaceum,0
2024,June,1,5,1-5,9,Preemergent,Richardia spp.,0
2024,June,1,5,1-5,10,Preemergent,Androppogon virginicus,0
2024,June,1,5,1-5,10,Preemergent,Bare Ground,2
2024,June,1,5,1-5,10,Preemergent,Cynodon dactylon,3
2024,June,1,5,1-5,10,Preemergent,Cyperus spp.,2
2024,June,1,5,1-5,10,Preemergent,Erigeron canadensis,4
2024,June,1,5,1-5,10,Preemergent,Indigofera hirsuta,0
2024,June,1,5,1-5,10,Preemergent,Lactuca canadensis,0
2024,June,1,5,1-5,10,Preemergent,Oenethra laciniata,4
2024,June,1,5,1-5,10,Preemergent,Oxalis corniculata,2
2024,June,1,5,1-5,10,Preemergent,Paspalum notatum,9
2024,June,1,5,1-5,10,Preemergent,Paspalum setaceum,0
2024,June,1,5,1-5,10,Preemergent,Richardia spp.,4
2024,June,1,6,1-6,1,Fill,Androppogon virginicus,0
2024,June,1,6,1-6,1,Fill,Bare Ground,2
2024,June,1,6,1-6,1,Fill,Cynodon dactylon,0
2024,June,1,6,1-6,1,Fill,Cyperus spp.,0
2024,June,1,6,1-6,1,Fill,Erigeron canadensis,5
2024,June,1,6,1-6,1,Fill,Indigofera hirsuta,0
2024,June,1,6,1-6,1,Fill,Lactuca canadensis,0
2024,June,1,6,1-6,1,Fill,Oenethra laciniata,4
2024,June,1,6,1-6,1,Fill,Oxalis corniculata,0
2024,June,1,6,1-6,1,Fill,Paspalum notatum,9
2024,June,1,6,1-6,1,Fill,Paspalum setaceum,0
2024,June,1,6,1-6,1,Fill,Richardia spp.,5
2024,June,1,6,1-6,2,Fill,Androppogon virginicus,0
2024,June,1,6,1-6,2,Fill,Bare Ground,2
2024,June,1,6,1-6,2,Fill,Cynodon dactylon,2
2024,June,1,6,1-6,2,Fill,Cyperus spp.,2
2024,June,1,6,1-6,2,Fill,Erigeron canadensis,0
2024,June,1,6,1-6,2,Fill,Indigofera hirsuta,0
2024,June,1,6,1-6,2,Fill,Lactuca canadensis,0
2024,June,1,6,1-6,2,Fill,Oenethra laciniata,0
2024,June,1,6,1-6,2,Fill,Oxalis corniculata,0
2024,June,1,6,1-6,2,Fill,Paspalum notatum,9
2024,June,1,6,1-6,2,Fill,Paspalum setaceum,2
2024,June,1,6,1-6,2,Fill,Richardia spp.,0
2024,June,1,6,1-6,2,Fill,Solidago spp.,4
2024,June,1,6,1-6,3,Fill,Androppogon virginicus,3
2024,June,1,6,1-6,3,Fill,Bare Ground,1
2024,June,1,6,1-6,3,Fill,Cynodon dactylon,4
2024,June,1,6,1-6,3,Fill,Cyperus spp.,2
2024,June,1,6,1-6,3,Fill,Erigeron canadensis,0
2024,June,1,6,1-6,3,Fill,Indigofera hirsuta,3
2024,June,1,6,1-6,3,Fill,Lactuca canadensis,0
2024,June,1,6,1-6,3,Fill,Oenethra laciniata,0
2024,June,1,6,1-6,3,Fill,Oxalis corniculata,0
2024,June,1,6,1-6,3,Fill,Paspalum notatum,9
2024,June,1,6,1-6,3,Fill,Paspalum setaceum,0
2024,June,1,6,1-6,3,Fill,Richardia spp.,0
2024,June,1,6,1-6,4,Fill,Androppogon virginicus,0
2024,June,1,6,1-6,4,Fill,Bare Ground,2
2024,June,1,6,1-6,4,Fill,Cynodon dactylon,3
2024,June,1,6,1-6,4,Fill,Cyperus spp.,2
2024,June,1,6,1-6,4,Fill,Erigeron canadensis,5
2024,June,1,6,1-6,4,Fill,Indigofera hirsuta,0
2024,June,1,6,1-6,4,Fill,Lactuca canadensis,0
2024,June,1,6,1-6,4,Fill,Oenethra laciniata,0
2024,June,1,6,1-6,4,Fill,Oxalis corniculata,0
2024,June,1,6,1-6,4,Fill,Paspalum notatum,9
2024,June,1,6,1-6,4,Fill,Paspalum setaceum,0
2024,June,1,6,1-6,4,Fill,Richardia spp.,0
2024,June,1,6,1-6,5,Fill,Androppogon virginicus,0
2024,June,1,6,1-6,5,Fill,Bare Ground,2
2024,June,1,6,1-6,5,Fill,Cynodon dactylon,3
2024,June,1,6,1-6,5,Fill,Cyperus spp.,2
2024,June,1,6,1-6,5,Fill,Erigeron canadensis,3
2024,June,1,6,1-6,5,Fill,Indigofera hirsuta,0
2024,June,1,6,1-6,5,Fill,Lactuca canadensis,0
2024,June,1,6,1-6,5,Fill,Oenethra laciniata,0
2024,June,1,6,1-6,5,Fill,Oxalis corniculata,0
2024,June,1,6,1-6,5,Fill,Paspalum notatum,9
2024,June,1,6,1-6,5,Fill,Paspalum setaceum,2
2024,June,1,6,1-6,5,Fill,Richardia spp.,4
2024,June,1,6,1-6,6,Fill,Androppogon virginicus,0
2024,June,1,6,1-6,6,Fill,Bare Ground,2
2024,June,1,6,1-6,6,Fill,Cynodon dactylon,0
2024,June,1,6,1-6,6,Fill,Cyperus spp.,0
2024,June,1,6,1-6,6,Fill,Erigeron canadensis,0
2024,June,1,6,1-6,6,Fill,Indigofera hirsuta,0
2024,June,1,6,1-6,6,Fill,Lactuca canadensis,0
2024,June,1,6,1-6,6,Fill,Oenethra laciniata,0
2024,June,1,6,1-6,6,Fill,Oxalis corniculata,0
2024,June,1,6,1-6,6,Fill,Paspalum notatum,10
2024,June,1,6,1-6,6,Fill,Paspalum setaceum,0
2024,June,1,6,1-6,6,Fill,Richardia spp.,0
2024,June,1,6,1-6,7,Fill,Androppogon virginicus,0
2024,June,1,6,1-6,7,Fill,Bare Ground,2
2024,June,1,6,1-6,7,Fill,Cynodon dactylon,2
2024,June,1,6,1-6,7,Fill,Cyperus spp.,0
2024,June,1,6,1-6,7,Fill,Erigeron canadensis,5
2024,June,1,6,1-6,7,Fill,Indigofera hirsuta,2
2024,June,1,6,1-6,7,Fill,Lactuca canadensis,0
2024,June,1,6,1-6,7,Fill,Oenethra laciniata,4
2024,June,1,6,1-6,7,Fill,Oxalis corniculata,0
2024,June,1,6,1-6,7,Fill,Paspalum notatum,9
2024,June,1,6,1-6,7,Fill,Paspalum setaceum,0
2024,June,1,6,1-6,7,Fill,Richardia spp.,3
2024,June,1,6,1-6,8,Fill,Androppogon virginicus,0
2024,June,1,6,1-6,8,Fill,Bare Ground,2
2024,June,1,6,1-6,8,Fill,Cynodon dactylon,0
2024,June,1,6,1-6,8,Fill,Cyperus spp.,0
2024,June,1,6,1-6,8,Fill,Erigeron canadensis,4
2024,June,1,6,1-6,8,Fill,Indigofera hirsuta,0
2024,June,1,6,1-6,8,Fill,Lactuca canadensis,0
2024,June,1,6,1-6,8,Fill,Oenethra laciniata,0
2024,June,1,6,1-6,8,Fill,Oxalis corniculata,0
2024,June,1,6,1-6,8,Fill,Paspalum notatum,9
2024,June,1,6,1-6,8,Fill,Paspalum setaceum,0
2024,June,1,6,1-6,8,Fill,Richardia spp.,0
2024,June,1,6,1-6,9,Fill,Androppogon virginicus,0
2024,June,1,6,1-6,9,Fill,Bare Ground,2
2024,June,1,6,1-6,9,Fill,Cynodon dactylon,4
2024,June,1,6,1-6,9,Fill,Cyperus spp.,3
2024,June,1,6,1-6,9,Fill,Erigeron canadensis,0
2024,June,1,6,1-6,9,Fill,Indigofera hirsuta,3
2024,June,1,6,1-6,9,Fill,Lactuca canadensis,0
2024,June,1,6,1-6,9,Fill,Oenethra laciniata,2
2024,June,1,6,1-6,9,Fill,Oxalis corniculata,0
2024,June,1,6,1-6,9,Fill,Paspalum notatum,9
2024,June,1,6,1-6,9,Fill,Paspalum setaceum,0
2024,June,1,6,1-6,9,Fill,Richardia spp.,3
2024,June,1,6,1-6,10,Fill,Androppogon virginicus,0
2024,June,1,6,1-6,10,Fill,Bare Ground,1
2024,June,1,6,1-6,10,Fill,Cynodon dactylon,3
2024,June,1,6,1-6,10,Fill,Cyperus spp.,2
2024,June,1,6,1-6,10,Fill,Erigeron canadensis,3
2024,June,1,6,1-6,10,Fill,Indigofera hirsuta,0
2024,June,1,6,1-6,10,Fill,Lactuca canadensis,2
2024,June,1,6,1-6,10,Fill,Oenethra laciniata,2
2024,June,1,6,1-6,10,Fill,Oxalis corniculata,0
2024,June,1,6,1-6,10,Fill,Paspalum notatum,9
2024,June,1,6,1-6,10,Fill,Paspalum setaceum,0
2024,June,1,6,1-6,10,Fill,Richardia spp.,0
2024,June,1,7,1-7,1,Fill,Androppogon virginicus,0
2024,June,1,7,1-7,1,Fill,Bare Ground,2
2024,June,1,7,1-7,1,Fill,Cynodon dactylon,0
2024,June,1,7,1-7,1,Fill,Cyperus spp.,2
2024,June,1,7,1-7,1,Fill,Erigeron canadensis,3
2024,June,1,7,1-7,1,Fill,Indigofera hirsuta,0
2024,June,1,7,1-7,1,Fill,Lactuca canadensis,0
2024,June,1,7,1-7,1,Fill,Oenethra laciniata,0
2024,June,1,7,1-7,1,Fill,Oxalis corniculata,2
2024,June,1,7,1-7,1,Fill,Paspalum notatum,9
2024,June,1,7,1-7,1,Fill,Paspalum setaceum,2
2024,June,1,7,1-7,1,Fill,Richardia spp.,2
2024,June,1,7,1-7,2,Fill,Androppogon virginicus,0
2024,June,1,7,1-7,2,Fill,Bare Ground,2
2024,June,1,7,1-7,2,Fill,Cynodon dactylon,2
2024,June,1,7,1-7,2,Fill,Cyperus spp.,2
2024,June,1,7,1-7,2,Fill,Erigeron canadensis,0
2024,June,1,7,1-7,2,Fill,Indigofera hirsuta,0
2024,June,1,7,1-7,2,Fill,Lactuca canadensis,0
2024,June,1,7,1-7,2,Fill,Oenethra laciniata,0
2024,June,1,7,1-7,2,Fill,Oxalis corniculata,3
2024,June,1,7,1-7,2,Fill,Paspalum notatum,9
2024,June,1,7,1-7,2,Fill,Paspalum setaceum,0
2024,June,1,7,1-7,2,Fill,Richardia spp.,3
2024,June,1,7,1-7,3,Fill,Androppogon virginicus,0
2024,June,1,7,1-7,3,Fill,Bare Ground,2
2024,June,1,7,1-7,3,Fill,Cynodon dactylon,0
2024,June,1,7,1-7,3,Fill,Cyperus spp.,0
2024,June,1,7,1-7,3,Fill,Erigeron canadensis,5
2024,June,1,7,1-7,3,Fill,Indigofera hirsuta,4
2024,June,1,7,1-7,3,Fill,Lactuca canadensis,0
2024,June,1,7,1-7,3,Fill,Oenethra laciniata,3
2024,June,1,7,1-7,3,Fill,Oxalis corniculata,0
2024,June,1,7,1-7,3,Fill,Paspalum notatum,9
2024,June,1,7,1-7,3,Fill,Paspalum setaceum,0
2024,June,1,7,1-7,3,Fill,Richardia spp.,0
2024,June,1,7,1-7,4,Fill,Androppogon virginicus,0
2024,June,1,7,1-7,4,Fill,Bare Ground,2
2024,June,1,7,1-7,4,Fill,Cynodon dactylon,0
2024,June,1,7,1-7,4,Fill,Cyperus spp.,0
2024,June,1,7,1-7,4,Fill,Erigeron canadensis,0
2024,June,1,7,1-7,4,Fill,Indigofera hirsuta,0
2024,June,1,7,1-7,4,Fill,Lactuca canadensis,0
2024,June,1,7,1-7,4,Fill,Oenethra laciniata,0
2024,June,1,7,1-7,4,Fill,Oxalis corniculata,0
2024,June,1,7,1-7,4,Fill,Paspalum notatum,9
2024,June,1,7,1-7,4,Fill,Paspalum setaceum,0
2024,June,1,7,1-7,4,Fill,Richardia spp.,0
2024,June,1,7,1-7,4,Fill,Taraxacum spp.,2
2024,June,1,7,1-7,5,Fill,Androppogon virginicus,0
2024,June,1,7,1-7,5,Fill,Bare Ground,2
2024,June,1,7,1-7,5,Fill,Cynodon dactylon,0
2024,June,1,7,1-7,5,Fill,Cyperus spp.,0
2024,June,1,7,1-7,5,Fill,Erigeron canadensis,3
2024,June,1,7,1-7,5,Fill,Indigofera hirsuta,0
2024,June,1,7,1-7,5,Fill,Lactuca canadensis,0
2024,June,1,7,1-7,5,Fill,Oenethra laciniata,0
2024,June,1,7,1-7,5,Fill,Oxalis corniculata,0
2024,June,1,7,1-7,5,Fill,Paspalum notatum,9
2024,June,1,7,1-7,5,Fill,Paspalum setaceum,0
2024,June,1,7,1-7,5,Fill,Richardia spp.,3
2024,June,1,7,1-7,6,Fill,Androppogon virginicus,0
2024,June,1,7,1-7,6,Fill,Bare Ground,0
2024,June,1,7,1-7,6,Fill,Cynodon dactylon,3
2024,June,1,7,1-7,6,Fill,Cyperus spp.,2
2024,June,1,7,1-7,6,Fill,Erigeron canadensis,5
2024,June,1,7,1-7,6,Fill,Indigofera hirsuta,0
2024,June,1,7,1-7,6,Fill,Lactuca canadensis,0
2024,June,1,7,1-7,6,Fill,Oenethra laciniata,5
2024,June,1,7,1-7,6,Fill,Oxalis corniculata,0
2024,June,1,7,1-7,6,Fill,Paspalum notatum,9
2024,June,1,7,1-7,6,Fill,Paspalum setaceum,0
2024,June,1,7,1-7,6,Fill,Richardia spp.,4
2024,June,1,7,1-7,7,Fill,Androppogon virginicus,0
2024,June,1,7,1-7,7,Fill,Bare Ground,2
2024,June,1,7,1-7,7,Fill,Cynodon dactylon,0
2024,June,1,7,1-7,7,Fill,Cyperus spp.,2
2024,June,1,7,1-7,7,Fill,Erigeron canadensis,4
2024,June,1,7,1-7,7,Fill,Indigofera hirsuta,3
2024,June,1,7,1-7,7,Fill,Lactuca canadensis,0
2024,June,1,7,1-7,7,Fill,Oenethra laciniata,4
2024,June,1,7,1-7,7,Fill,Oxalis corniculata,0
2024,June,1,7,1-7,7,Fill,Paspalum notatum,9
2024,June,1,7,1-7,7,Fill,Paspalum setaceum,0
2024,June,1,7,1-7,7,Fill,Richardia spp.,2
2024,June,1,7,1-7,8,Fill,Androppogon virginicus,2
2024,June,1,7,1-7,8,Fill,Bare Ground,2
2024,June,1,7,1-7,8,Fill,Cynodon dactylon,4
2024,June,1,7,1-7,8,Fill,Cyperus spp.,0
2024,June,1,7,1-7,8,Fill,Erigeron canadensis,2
2024,June,1,7,1-7,8,Fill,Indigofera hirsuta,0
2024,June,1,7,1-7,8,Fill,Lactuca canadensis,0
2024,June,1,7,1-7,8,Fill,Oenethra laciniata,2
2024,June,1,7,1-7,8,Fill,Oxalis corniculata,0
2024,June,1,7,1-7,8,Fill,Paspalum notatum,9
2024,June,1,7,1-7,8,Fill,Paspalum setaceum,0
2024,June,1,7,1-7,8,Fill,Richardia spp.,2
2024,June,1,7,1-7,9,Fill,Androppogon virginicus,3
2024,June,1,7,1-7,9,Fill,Bare Ground,2
2024,June,1,7,1-7,9,Fill,Cynodon dactylon,3
2024,June,1,7,1-7,9,Fill,Cyperus spp.,2
2024,June,1,7,1-7,9,Fill,Erigeron canadensis,2
2024,June,1,7,1-7,9,Fill,Indigofera hirsuta,0
2024,June,1,7,1-7,9,Fill,Lactuca canadensis,0
2024,June,1,7,1-7,9,Fill,Oenethra laciniata,3
2024,June,1,7,1-7,9,Fill,Oxalis corniculata,2
2024,June,1,7,1-7,9,Fill,Paspalum notatum,9
2024,June,1,7,1-7,9,Fill,Paspalum setaceum,0
2024,June,1,7,1-7,9,Fill,Richardia spp.,3
2024,June,1,7,1-7,10,Fill,Androppogon virginicus,2
2024,June,1,7,1-7,10,Fill,Bare Ground,0
2024,June,1,7,1-7,10,Fill,Cynodon dactylon,4
2024,June,1,7,1-7,10,Fill,Cyperus spp.,0
2024,June,1,7,1-7,10,Fill,Erigeron canadensis,0
2024,June,1,7,1-7,10,Fill,Indigofera hirsuta,0
2024,June,1,7,1-7,10,Fill,Lactuca canadensis,0
2024,June,1,7,1-7,10,Fill,Oenethra laciniata,2
2024,June,1,7,1-7,10,Fill,Oxalis corniculata,2
2024,June,1,7,1-7,10,Fill,Paspalum notatum,9
2024,June,1,7,1-7,10,Fill,Paspalum setaceum,0
2024,June,1,7,1-7,10,Fill,Richardia spp.,2
2024,June,1,8,1-8,1,Fill,Androppogon virginicus,0
2024,June,1,8,1-8,1,Fill,Bare Ground,0
2024,June,1,8,1-8,1,Fill,Cynodon dactylon,0
2024,June,1,8,1-8,1,Fill,Cyperus spp.,1
2024,June,1,8,1-8,1,Fill,Erigeron canadensis,2
2024,June,1,8,1-8,1,Fill,Indigofera hirsuta,0
2024,June,1,8,1-8,1,Fill,Lactuca canadensis,0
2024,June,1,8,1-8,1,Fill,Oenethra laciniata,2
2024,June,1,8,1-8,1,Fill,Oxalis corniculata,0
2024,June,1,8,1-8,1,Fill,Paspalum notatum,9
2024,June,1,8,1-8,1,Fill,Paspalum setaceum,0
2024,June,1,8,1-8,1,Fill,Polpremum procumbers,3
2024,June,1,8,1-8,1,Fill,Richardia spp.,2
2024,June,1,8,1-8,2,Fill,Androppogon virginicus,0
2024,June,1,8,1-8,2,Fill,Bare Ground,3
